protocol,target,source,method,model,r2,rmse,mae,mape,eligible_for_main_result,eligibility_class,eligibility_reason,selected_publication_main
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid3_Q90,0.1887507818347232,17.298348299255423,9.254941176470588,83.05475048392667,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid3_Q85,0.1582998585803463,17.62001167122535,8.231823529411765,71.80627111427285,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q75,0.1570343355759536,17.63325282069655,7.289772058823528,56.13883876753073,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q75,0.1557513644811324,17.646666387401197,7.298999999999999,51.286718957665926,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q75,0.1534601709661774,17.67059567265548,7.44385294117647,62.0650899042313,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q85,0.1526734800610129,17.67880442332669,8.405823529411762,72.23539519397639,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid4_Q85,0.1520878596000232,17.684912624308094,7.851235294117647,68.7779448610189,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q97,0.151270878736755,17.693430462346246,11.19738235294117,108.32783487363444,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q85,0.150989453229202,17.69636365376165,7.717308823529413,64.64131701437667,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q90,0.149312308357019,17.713833827066942,8.467088235294117,72.77632070070442,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q75,0.1477974523976539,17.729598702680445,7.192749999999999,53.17579575393868,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid4_Q75,0.1438306557175461,17.77081429247537,6.774735294117646,51.90064790650425,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q75,0.1433314929692191,17.775993896263575,7.145764705882353,55.791414143545815,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q85,0.1420030584513887,17.78977116024328,8.271838235294116,68.6415807517009,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q96,0.1397272562864041,17.81334885990575,13.056294117647056,126.4556820037202,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid3_Q75,0.1393111605506064,17.817656309204672,7.296647058823529,57.58523106352407,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q85,0.137856195917979,17.832710014968033,8.255367647058822,67.55894643624238,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q75,0.1253901250398958,17.96117233728855,8.107860294117646,64.95155823379794,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q75,0.1195020276360123,18.021530524329453,8.309375,62.58878827390575,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q60,0.1183840949757727,18.03296749939171,7.457782352941176,51.209197152360666,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q85,0.1167723935160648,18.049443205523318,8.358999999999998,70.07258083529236,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q85,0.1147436397832306,18.070160895685348,8.39233088235294,70.37185776495896,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q95,0.1146261879104649,18.07135959017749,12.764147058823529,116.37140493451116,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q60,0.1130850034738822,18.08708130455677,6.787647058823529,45.11701721604413,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q60,0.1124562226316893,18.09349161178909,6.752176470588236,49.47650320183419,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q85,0.1108218880454237,18.110142744599763,8.295345588235293,69.27766293877299,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q60,0.1096709097658775,18.121860104499728,7.112117647058822,46.34337536042104,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid4_Q60,0.1094855249699959,18.123746677965315,6.661176470588235,43.3482583121789,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q55,0.1093651365849435,18.124971708505303,6.778570588235292,48.21644335146954,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q60,0.1084729256127342,18.13404795924604,6.905317647058824,45.43372319177697,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q75,0.108254468776513,18.13626957663152,7.3619779411764705,55.182501516380334,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q55,0.1065203727171663,18.15389498536625,7.045058823529411,45.24143685131924,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q55,0.1038417967638757,18.181086537930177,6.860338235294118,43.721894467235536,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q85,0.1032141439504334,18.187452273739684,8.759176470588235,76.08777544002979,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q90,0.0996386374922901,18.22367310791427,8.770852941176472,77.6294479971,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q60,0.0981688521381485,18.23854156333908,6.94224705882353,45.420672798007615,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q55,0.0969433633359393,18.250929436880742,6.934323529411763,43.962037557207765,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q90,0.094963572576781,18.27092443932838,9.103411764705886,77.25866867978765,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q75,0.0936486539327885,18.284192446257087,8.002235294117646,61.668920656691085,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q55,0.0935245381411489,18.28544432244377,7.498707352941176,50.32191167896942,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q60,0.0927634762313013,18.293118791308967,7.379082352941175,49.99358444853934,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q75,0.0926583869718837,18.294178247464405,7.435911764705882,56.57254839524792,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q90,0.0918753365322221,18.302070630395885,9.86199411764706,85.03471663247689,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q55,0.0903473272027554,18.317461678511844,7.027036764705882,45.295789944205694,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q50,0.0903055925943102,18.31788187368385,6.929058823529411,45.64787154332692,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q60,0.0897770403595279,18.32320264479856,7.040776470588234,46.46403683448037,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q60,0.0876156004183232,18.344945129990247,7.854864705882352,52.87099222145224,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q75,0.0873254572260682,18.34786179420146,7.595102941176471,58.33354851815673,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q50,0.0870012480298529,18.35112035848941,7.003705882352941,43.96518526148782,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid3_Q60,0.0834737776909779,18.38653696082448,6.906823529411764,45.66386542251906,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q55,0.0782720429305133,18.43863943547944,7.379573529411765,48.60647272845691,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid5_Q45,0.07780296854194,18.44333062084248,7.101691176470588,45.91960295424029,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN120_Q50,0.0747006863641157,18.474326370947715,7.00360294117647,43.03459822598485,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid4_Q55,0.0740089507654946,18.481230602647525,6.8926470588235285,43.24775328994082,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN12_Q50,0.0735163307508145,18.486145884267277,7.672044117647058,50.81704149082977,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q60,0.0734388180140299,18.48691917463296,7.188482352941175,48.42004240975983,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q55,0.0728251507675514,18.49304016221174,7.894500000000001,52.37332228361951,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q45,0.0719621619816121,18.501644566441687,7.153994117647058,44.45131344484201,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN80_Q50,0.0717418380640902,18.503840658418248,7.069360294117647,43.505627628588286,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q55,0.0717190761293388,18.50406752452568,7.074441176470588,45.68184071538944,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q97,0.0674480955560735,18.546586882308407,14.401027941176462,144.45988749922338,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q85,0.0672257605786759,18.548797648918235,9.175789705882352,79.17039795975425,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN8_Q50,0.0649331636722617,18.571578519498075,7.890176470588237,51.77401913018973,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid6_Q60,0.0647045868152134,18.573848289685024,6.96265294117647,45.70591213591945,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q55,0.0645773647119085,18.575111486137207,7.363360294117647,48.55709466519394,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid8_Q50,0.0641383598100677,18.57946973456581,7.155029411764706,44.69956466169811,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid4_Q50,0.0637776458954358,18.583049979396943,7.016867647058824,42.33451360303263,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid3_Q55,0.0631960770638855,18.588820854657357,6.922022058823529,43.24699694083447,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q90,0.0614128192717881,18.606504864483785,9.441073529411767,80.98952661647469,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,grid_spatial_quantile,Grid10_Q40,0.0607078495213537,18.613491195240456,7.179576470588236,43.83765516858563,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN50_Q50,0.060066689121458,18.61984289187249,7.171051470588235,44.676772721121225,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN20_Q50,0.0581736180364799,18.638584091641093,7.573117647058823,49.607453420118425,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
temporal_2022_2026,A,spatial_quantile_baseline,knn_spatial_quantile,KNN30_Q50,0.0567220714390167,18.652941492129965,7.439764705882352,48.02445384138368,False,test_grid_search_upper_bound,KNN/grid and quantile hyperparameters are searched directly against 2022-2026 target values.,False
