strategy,target,protocol,model,status,n_samples,n_train,n_test,train_year_min,train_year_max,test_year_min,test_year_max,r2,r2_log1p,rmse,mae,mape
basic,C,temporal,XGBoost,ok,977,920,57,2000,2020,2021,2026,-0.17367426558179022,-0.6079377063950322,39.2360252246249,30.29494830804122,87.98218829216677
basic,C,temporal,LightGBM,ok,977,920,57,2000,2020,2021,2026,-0.12626236474646535,-0.4932882038194699,38.435364138107005,28.62994111438714,81.98707148479318
basic,C,temporal,CatBoost,ok,977,920,57,2000,2020,2021,2026,-0.17470293493943223,-0.6436288670741692,39.25321570852748,29.883233005667428,88.91884636932924
basic,C,temporal,NGBoost,ok,977,920,57,2000,2020,2021,2026,-0.1469073094707234,-0.5190746149559462,38.786034039818965,29.32533030678909,82.78825274592143
basic,C,temporal,WeightedEnsemble,ok,977,920,57,2000,2020,2021,2026,-0.11810165573519593,-0.49092238210272643,38.29586286299263,29.00263638933903,82.38432597881152
basic,D,temporal,RF,ok,977,920,57,2000,2020,2021,2026,0.14124010343234106,0.2058452674490221,39.83122841546132,17.265278912028286,39.030540725179776
basic,D,temporal,ExtraTrees,ok,977,920,57,2000,2020,2021,2026,0.07832807760225136,0.1771789414737288,41.264444372731155,17.295434905209465,37.60478048364597
basic,D,temporal,HistGBR,ok,977,920,57,2000,2020,2021,2026,0.025147550972061117,0.054601633929293625,42.438230421044324,18.351712576454222,40.71355160927938
basic,D,temporal,ElasticNet,ok,977,920,57,2000,2020,2021,2026,0.15412086374827105,0.24088202914012258,39.531380378813516,16.064328932946275,35.32666808521217
basic,D,temporal,PLSR,ok,977,920,57,2000,2020,2021,2026,0.1580116946176996,0.21348852828566955,39.44035839460916,16.39012909671064,37.31522045981125
basic,D,temporal,XGBoost,ok,977,920,57,2000,2020,2021,2026,0.10691779584460603,0.21410238351730382,40.61940343397045,16.592449013157896,35.80961071337818
basic,D,temporal,LightGBM,ok,977,920,57,2000,2020,2021,2026,0.10823999551039087,0.1716083868798317,40.58932397751954,17.80268152903354,39.89590029098666
basic,D,temporal,CatBoost,ok,977,920,57,2000,2020,2021,2026,0.12629772161089736,0.2431257863617512,40.17626473503408,16.673021449528292,35.74893265070468
basic,D,temporal,NGBoost,ok,977,920,57,2000,2020,2021,2026,0.038881677428017514,0.13947223252393404,42.13822631347486,17.63355112235663,37.38030242186999
basic,D,temporal,WeightedEnsemble,ok,977,920,57,2000,2020,2021,2026,0.09678273865608666,0.19708428281917845,40.849235905125894,16.95247089425266,36.91655296807365
basic,E,temporal,RF,ok,977,920,57,2000,2020,2021,2026,0.06450587523536899,-0.012142799992958864,19.14787030122327,9.682178517318317,28.52384930423306
basic,E,temporal,ExtraTrees,ok,977,920,57,2000,2020,2021,2026,0.1461133791021808,0.03057830273782758,18.293636673322883,9.158604809707212,27.681703431508215
basic,E,temporal,HistGBR,ok,977,920,57,2000,2020,2021,2026,0.09268107864548936,-0.0010596923786956314,18.85731817400734,9.954352365545825,29.856017152757
basic,E,temporal,ElasticNet,ok,977,920,57,2000,2020,2021,2026,0.295889588212604,0.203969254660466,16.611939016678953,8.503239044896851,26.033165270765892
basic,E,temporal,PLSR,ok,977,920,57,2000,2020,2021,2026,0.3460956076023457,0.20316995682094596,16.00873708828255,8.715326602825208,27.34002240100888
basic,E,temporal,XGBoost,ok,977,920,57,2000,2020,2021,2026,0.2435232252415287,0.06837086710882745,17.218596321565197,9.239858816046464,28.94478230689628
basic,E,temporal,LightGBM,ok,977,920,57,2000,2020,2021,2026,0.09410776089882533,-0.010683942224960274,18.84248657251389,9.88056668644638,29.28921689547852
basic,E,temporal,CatBoost,ok,977,920,57,2000,2020,2021,2026,0.27482284740220175,0.11587162193070422,16.8586192134971,8.703731472981596,27.11346229039045
basic,E,temporal,NGBoost,ok,977,920,57,2000,2020,2021,2026,0.41121390567416527,0.1270222693614983,15.190732537212144,8.758247172597484,27.265004117356057
basic,E,temporal,WeightedEnsemble,ok,977,920,57,2000,2020,2021,2026,0.3174135538297559,0.19239821965987225,16.356063017710305,8.523220230422714,26.49884302965655
basic,F,temporal,RF,ok,977,920,57,2000,2020,2021,2026,-0.029973212808077854,-0.2628961362499016,974.6870760333735,207.89686474806186,57.89366388545878
basic,F,temporal,ExtraTrees,ok,977,920,57,2000,2020,2021,2026,-0.035555144019821405,-0.29910638313432036,977.324661496936,208.4416621502979,57.31795019047794
basic,F,temporal,HistGBR,ok,977,920,57,2000,2020,2021,2026,-0.02415650147162718,-0.38598322721734823,971.9309361267822,211.57307136371884,61.1062488395411
basic,F,temporal,ElasticNet,ok,977,920,57,2000,2020,2021,2026,-0.042698274640651235,-0.8343514218579857,980.6896007325236,216.0314354705218,64.42595466673416
basic,F,temporal,PLSR,ok,977,920,57,2000,2020,2021,2026,-0.04193510432503822,-0.9234273385736156,980.3306425331533,217.49803708560526,67.02880478985192
basic,F,temporal,XGBoost,ok,977,920,57,2000,2020,2021,2026,-0.02910584232061475,-0.3574290818482042,974.2765833837354,208.05555821629576,57.23543678795154
basic,F,temporal,LightGBM,ok,977,920,57,2000,2020,2021,2026,-0.020120075656539838,-0.25151274043329597,970.0137485543306,209.76889642336215,59.23782275176336
basic,F,temporal,CatBoost,ok,977,920,57,2000,2020,2021,2026,-0.03349946835362627,-0.3226266545665246,976.3541383083759,207.22454203568802,54.720798684269276
basic,F,temporal,NGBoost,ok,977,920,57,2000,2020,2021,2026,-0.02801969359883505,-0.4312495784988408,973.7623075017266,207.92761999175832,59.05431249122061
basic,F,temporal,WeightedEnsemble,ok,977,920,57,2000,2020,2021,2026,-0.030754196086759,-0.29588636931612733,975.0565371294165,207.57811287857754,56.382526512936025
basic,G,temporal,RF,ok,977,920,57,2000,2020,2021,2026,-3.832373760118374,-1.493056808804723,86.9098040274851,50.72199197253226,79.49679851909916
basic,G,temporal,ExtraTrees,ok,977,920,57,2000,2020,2021,2026,-1.5779586094067626,-0.9491074567250384,63.47847460072769,41.649857820671684,65.49813086698705
basic,G,temporal,HistGBR,ok,977,920,57,2000,2020,2021,2026,-1.928196465426502,-0.9741024668891027,67.6532427423393,40.183989221061296,61.871635679079496
basic,G,temporal,ElasticNet,ok,977,920,57,2000,2020,2021,2026,-71.17524111839046,-2.00293373876844,335.87883149457065,75.96783586349343,136.2506677752244
basic,G,temporal,PLSR,ok,977,920,57,2000,2020,2021,2026,-123.08321298520184,-2.338230715054117,440.3976847693319,91.60250536328336,166.56108949374394
basic,G,temporal,XGBoost,ok,977,920,57,2000,2020,2021,2026,-4.649848807972655,-1.1634271241303815,93.97382948772606,45.48401538728413,67.01819030009413
basic,G,temporal,LightGBM,ok,977,920,57,2000,2020,2021,2026,-3.9225835350644385,-1.3679817758284174,87.71726040641447,49.30487256257608,72.18825811019629
basic,G,temporal,CatBoost,ok,977,920,57,2000,2020,2021,2026,-0.8991673913334433,-0.5285811514853274,54.484144282659685,34.687184364243535,52.65617090889103
basic,G,temporal,NGBoost,ok,977,920,57,2000,2020,2021,2026,-5.7729639124955865,-1.169727048283559,102.89111953960031,44.03362844952797,70.22312283758
basic,G,temporal,WeightedEnsemble,ok,977,920,57,2000,2020,2021,2026,-2.955174846678723,-1.1393000869102732,78.62693662350807,44.31017713393311,66.15945748874267
basic,H,temporal,RF,ok,977,920,57,2000,2020,2021,2026,0.02588686477048463,0.013488076549806549,0.7850695741873384,0.22311756108496902,207.30874775932185
basic,H,temporal,ExtraTrees,ok,977,920,57,2000,2020,2021,2026,0.07348651136635376,0.12922496430185926,0.7656482950592082,0.20898351733550144,198.3042029474598
basic,H,temporal,HistGBR,ok,977,920,57,2000,2020,2021,2026,0.045223286815446184,0.040952020378275944,0.7772385907161609,0.2199555524534864,211.18837136944873
basic,H,temporal,ElasticNet,ok,977,920,57,2000,2020,2021,2026,-0.03889532075900992,-0.12278281681197889,0.8107544511432452,0.22620525502291272,217.9005332968079
basic,H,temporal,PLSR,ok,977,920,57,2000,2020,2021,2026,-0.045313577953644435,-0.15901433716763402,0.8132550006481614,0.23658148938883722,230.42496584079598
basic,H,temporal,XGBoost,ok,977,920,57,2000,2020,2021,2026,0.010417718404205356,0.019923385910215696,0.7912785662277648,0.2044363998791628,162.06007934493672
basic,H,temporal,LightGBM,ok,977,920,57,2000,2020,2021,2026,0.07122173802308329,0.11059110051412091,0.7665835008074681,0.21479607505979248,180.05748970452723
basic,H,temporal,CatBoost,ok,977,920,57,2000,2020,2021,2026,0.029248297666759626,0.05644027675913632,0.7837138593641215,0.20567148956626663,178.14960480173855
basic,H,temporal,NGBoost,ok,977,920,57,2000,2020,2021,2026,0.11382465393559693,0.13767713848325924,0.7487955906449283,0.2219937742403178,190.73655374865567
basic,H,temporal,WeightedEnsemble,ok,977,920,57,2000,2020,2021,2026,-0.017711542843074524,-0.0785587960868841,0.8024459634097991,0.22714243172654983,213.54694012693963
quality,A,temporal,RF,ok,972,915,57,2000,2020,2021,2026,0.09249594907973879,0.18402770475474672,15.452403008509426,7.28722121948385,46.07582733712991
quality,A,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,0.11247156741698638,0.14511035033664055,15.281390632524499,7.286226061288146,47.578327548330385
quality,A,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,0.21971019772060973,0.14776069699824046,14.328466270472758,7.700805131046897,50.06524348604088
quality,A,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,0.10412380770511065,0.13320041208255173,15.353087953292514,7.14664980934347,52.19446895408081
quality,A,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,0.07119424220527237,0.07226471813001079,15.632707055636253,7.484031045950563,55.20935977492194
quality,A,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,0.11959619324021553,0.1464600557868282,15.219931436204835,7.514339243972511,49.39823362636779
quality,A,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,0.2645018258554941,0.15025401651605685,13.911134179363685,7.52808028071739,51.188661584218345
quality,A,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,0.07207575546530243,0.11075919013077917,15.625286930551049,7.27653158829774,47.25833724360554
quality,A,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,-0.1952580012152565,-0.02583885407238662,17.733831185129905,8.214870841987963,50.80852287258163
quality,A,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,0.08261180450806782,0.12980708555985154,15.536325585458167,7.710494344885874,49.4394282346188
quality,B,temporal,RF,ok,972,915,57,2000,2020,2021,2026,0.308719882161688,0.30200697026096024,2.986584847587111,1.3980525620550208,360.0908819632719
quality,B,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,0.22533673303025958,0.28662249079074564,3.161580948075056,1.395261334789382,331.68336389780177
quality,B,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,0.128428584792179,0.1521667791386241,3.353507743200458,1.455824255250766,359.1440501903313
quality,B,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,0.441271953188786,0.2890797889040265,2.685023310920297,1.3451517030951259,366.4735840460662
quality,B,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,0.2994915239938597,0.2805380683376333,3.0064537107399727,1.4273104697582222,364.0725585227972
quality,B,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,0.09218114346267337,0.2837679850762306,3.422531263756658,1.331729480847978,251.1721936918775
quality,B,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,0.09608738220251545,0.24904629841043469,3.4151599491533164,1.3574646688934904,328.82966365964984
quality,B,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,0.13072090130360914,0.2795805400271717,3.3490948159980793,1.3756527853528402,270.33346024826346
quality,B,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,0.4046075466654162,0.34928548135621607,2.771720839317368,1.190824119004783,274.91822535531054
quality,B,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,0.4791412776855275,0.3504170851819557,2.5924345151620862,1.2700053095265547,349.1961329763319
quality,C,temporal,RF,ok,972,915,57,2000,2020,2021,2026,-0.07290228523540776,-0.3879651585666619,37.513820768743194,27.728152680777296,77.17139801662157
quality,C,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,-0.07525361398287611,-0.46941790148120743,37.55490514865702,27.935816310896325,80.9862983956819
quality,C,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,-0.16313279807530345,-0.5752740867202482,39.05942674232401,30.373752090016854,86.81173845051468
quality,C,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,-0.15641602211274952,-0.6396523631033053,38.94648466400441,31.122808103496297,91.27005783027094
quality,C,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,-0.2314969417257473,-0.7437762113417445,40.19091400093896,32.12628620294089,94.43682504122907
quality,C,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,-0.11850525638514386,-0.5632206007525757,38.30277405953128,29.87754191937363,87.09817781671319
quality,C,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,-0.1824620765560736,-0.5549023633803722,39.38263990872531,30.452372457622847,85.48294774327107
quality,C,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,-0.16292476136499467,-0.6515012038576953,39.0559335221024,29.981155426531235,89.8915853759253
quality,C,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,-0.0871406464882607,-0.46831895716120964,37.76192112679761,28.755940690468666,80.74631371880723
quality,C,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,-0.08390627333325407,-0.46212477737678315,37.70570617330704,28.69873417016645,81.53675035208879
quality,D,temporal,RF,ok,972,915,57,2000,2020,2021,2026,0.13635308926688938,0.21022693489861977,39.94440302202985,17.049156807768984,38.177350667009144
quality,D,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,0.08402006202589563,0.18267820427495662,41.13682828408709,17.432635637215792,37.96094307597123
quality,D,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,0.052647382801079834,0.07813675362383321,41.83537368728232,18.311093368729903,41.152351894691094
quality,D,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,0.1741937934344081,0.25928502544031107,39.05951930818362,15.964361281585699,35.41997235195281
quality,D,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,0.17702150897469993,0.23272292651169968,38.99258839824393,16.314160887855817,37.3061687637671
quality,D,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,0.1180680814922731,0.23190031145167878,40.36503685198836,16.23640117203562,35.10872242328967
quality,D,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,0.11152497202212219,0.16115146531276803,40.514495552031484,17.42362460265009,40.08962754511372
quality,D,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,0.14634667440704907,0.26824751276550507,39.71262467274136,16.1636053304839,34.769141043022444
quality,D,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,-0.07261253811790613,0.13927478802489957,44.51529518875844,18.664342760520086,37.81208111486586
quality,D,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,0.1093322904484032,0.19332416094673988,40.56445792746897,17.07735247318243,37.91256809704012
quality,E,temporal,RF,ok,972,915,57,2000,2020,2021,2026,0.07923727193520169,0.0009341637368656119,18.996509556456356,9.716217169052232,28.54805159351827
quality,E,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,0.14907412495655392,0.03691683564393744,18.261893676129844,9.285950655948753,27.985287986970587
quality,E,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,0.050947218436261044,-0.045236770186181774,19.286131700976007,9.997491292973917,30.25837167308924
quality,E,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,0.2728213096274801,0.18596809830811734,16.881868644198615,8.462057520637469,25.5830137857372
quality,E,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,0.3617345819020017,0.21197610524836286,15.816143701524291,8.434954737829894,26.341107697387773
quality,E,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,0.20280114600645438,0.06867251145385611,17.6759708957665,9.172945314373885,28.37852926151051
quality,E,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,0.10659491102395136,0.021124309284398568,18.712170066514837,9.566865165164504,28.07739046420008
quality,E,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,0.2355658305567505,0.11547431699640587,17.308920795356993,8.880412321188514,26.89206800459049
quality,E,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,0.2748810274738832,0.015022183979392922,16.857942926782627,9.68248719366988,30.114480666343884
quality,E,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,0.2697517219292992,0.1607726223461211,16.917462237423212,8.632406139605175,26.33399605764947
quality,F,temporal,RF,ok,972,915,57,2000,2020,2021,2026,-0.03256541176571104,-0.3373627104817285,975.9128336965761,210.1384554415461,59.46047993788066
quality,F,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,-0.03607033333143006,-0.3311563211119164,977.5677410732716,208.74271981566176,57.432210449190634
quality,F,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,-0.01983552781710385,-0.32546869022189684,969.8784534193396,211.01992215464537,60.63075853821179
quality,F,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,-0.04125148646174748,-0.49008346494886856,980.0089903025922,213.9493407440777,62.459884390110346
quality,F,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,-0.04076371284823144,-0.5343993025380389,979.7794211119839,215.49466402104687,64.67746752691964
quality,F,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,-0.031265693104766346,-0.3780432677634118,975.298436049357,209.94450825232786,59.67492835516596
quality,F,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,-0.023132962904925725,-0.29877413055442803,971.4451424652239,208.31101922497848,54.36368822534089
quality,F,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,-0.034191046308055695,-0.3042561256386056,976.6807529306343,207.3191448195704,55.09454577922719
quality,F,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,-0.030996223085731023,-0.4090235999779015,975.1710048449395,209.28091515009297,58.51170074782021
quality,F,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,-0.03255677415844116,-0.3242408912906518,975.9087518392332,208.97379449640653,57.9331458558528
quality,G,temporal,RF,ok,972,915,57,2000,2020,2021,2026,-4.628766857321891,-1.606962520143008,93.79833778115633,52.987853843668525,83.00924282505308
quality,G,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,-1.7623219890624329,-1.0047658074420833,65.7091216949213,42.08971793830475,66.5382619019923
quality,G,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,-3.54767159351941,-1.2119065893775085,84.31077071821761,44.601709263245525,68.23012271159233
quality,G,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,-67.257863477726,-1.9717681926407984,326.63660813078366,74.87952809638763,133.97494630333128
quality,G,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,-113.75847476299161,-2.248952296191502,423.52679879017734,88.85499494118834,161.3323548891979
quality,G,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,-3.999909357012938,-0.9909712410218947,88.4035239965355,43.38637524895919,63.49853460460741
quality,G,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,-7.020868137801907,-1.6455075879126713,111.96936113116796,54.76251591332161,78.22764267259231
quality,G,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,-1.1915167624447425,-0.5961200717121347,58.52762623348741,35.78146580122178,53.65029093970384
quality,G,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,-5.002801466784214,-1.0590462541152497,96.86469200688792,41.82420611595662,68.0566115589512
quality,G,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,-4.1340468269174195,-1.2688525469226808,89.58151947983829,47.211018095876895,69.52394052826392
quality,H,temporal,RF,ok,972,915,57,2000,2020,2021,2026,0.056024069904593965,0.06405515932705819,0.7728298835428515,0.2215608687821658,203.80122547796984
quality,H,temporal,ExtraTrees,ok,972,915,57,2000,2020,2021,2026,0.04646461644241784,0.08087833945068634,0.7767331724995851,0.21083790446861306,191.9044220621717
quality,H,temporal,HistGBR,ok,972,915,57,2000,2020,2021,2026,0.035219624033603236,0.016091343073756925,0.7812997352884292,0.2222857853437523,214.62560691797958
quality,H,temporal,ElasticNet,ok,972,915,57,2000,2020,2021,2026,-0.038523465544404445,-0.12238615961928812,0.8106093401551837,0.22673964333755253,219.6932731969732
quality,H,temporal,PLSR,ok,972,915,57,2000,2020,2021,2026,-0.04303056998415378,-0.14804408738803088,0.812366423978381,0.23461299699706983,231.11447054896365
quality,H,temporal,XGBoost,ok,972,915,57,2000,2020,2021,2026,0.024072137205259247,0.04922585995926876,0.7858005080137679,0.20654983688179576,169.20733404704492
quality,H,temporal,LightGBM,ok,972,915,57,2000,2020,2021,2026,0.04776941506220023,0.07177664943739104,0.7762015575575238,0.2144831131705966,173.76103232184818
quality,H,temporal,CatBoost,ok,972,915,57,2000,2020,2021,2026,0.01453737882281858,0.03873846000807979,0.7896297903804361,0.20316323240180015,171.2951444159532
quality,H,temporal,NGBoost,ok,972,915,57,2000,2020,2021,2026,0.1448178791649397,0.21211222598803714,0.7355848108410443,0.20790299396816014,167.40112686326233
quality,H,temporal,WeightedEnsemble,ok,972,915,57,2000,2020,2021,2026,-0.006666524892883219,-0.05537711312806004,0.7980796924939725,0.2263451732393416,213.39863129865248
quality_target_mild,A,temporal,RF,ok,814,772,42,2000,2020,2021,2026,-0.2961219289265973,-0.09491203863949105,5.552000753027194,4.163093366739547,40.614611340979955
quality_target_mild,A,temporal,ExtraTrees,ok,814,772,42,2000,2020,2021,2026,-0.4163680143759503,-0.11534098863340514,5.8038294572593045,4.180608720372835,41.53602272521472
quality_target_mild,A,temporal,HistGBR,ok,814,772,42,2000,2020,2021,2026,-0.27804709968341457,-0.1172199118882995,5.513152639108676,4.174319840555869,40.459003801083945
quality_target_mild,A,temporal,ElasticNet,ok,814,772,42,2000,2020,2021,2026,0.0015507683048920917,-0.08649256653140158,4.8729233568219055,3.941884854864634,46.452815769795194
quality_target_mild,A,temporal,PLSR,ok,814,772,42,2000,2020,2021,2026,-0.18116476973159035,-0.2270148475176148,5.300072734264997,4.368709982740754,51.66663697145179
quality_target_mild,A,temporal,XGBoost,ok,814,772,42,2000,2020,2021,2026,-0.17779143986991386,-0.011556430779830817,5.292498991133337,4.03931370135716,39.01259267344143
quality_target_mild,A,temporal,LightGBM,ok,814,772,42,2000,2020,2021,2026,-0.38215805845087614,-0.12846288110048731,5.733310231101282,4.299336440283086,40.361737018928686
quality_target_mild,A,temporal,CatBoost,ok,814,772,42,2000,2020,2021,2026,-0.24647768521196456,-0.0481667451370873,5.44463588406518,3.986849819043422,39.2161034745614
quality_target_mild,A,temporal,NGBoost,ok,814,772,42,2000,2020,2021,2026,-0.23698461661389558,-0.05143654031462286,5.423863314803802,4.097840098321273,38.92861253206303
quality_target_mild,A,temporal,WeightedEnsemble,ok,814,772,42,2000,2020,2021,2026,-0.29957886100442166,-0.07747571114131868,5.5593997903409695,4.08945846256634,40.28307502017716
quality_target_mild,B,temporal,RF,ok,814,772,42,2000,2020,2021,2026,0.13770101485094244,0.04395434851406166,0.4820795601406873,0.3347326801140853,214.73370491619227
quality_target_mild,B,temporal,ExtraTrees,ok,814,772,42,2000,2020,2021,2026,0.17568639249275697,0.12080346247988327,0.4713418641759396,0.328420943350094,200.0588350926938
quality_target_mild,B,temporal,HistGBR,ok,814,772,42,2000,2020,2021,2026,0.17354654911974354,0.10224206721148554,0.47195324802695654,0.30437161837866017,199.41486424201196
